area,UTM_X,UTM_Y
8.444752,589520.280365,5002219.61581
1.572901,644811.314912,5034200.91257
2.48255,626415.416905,5002252.96563
1.281451,626589.805949,5002303.48566
1.226798,642913.662817,5002313.62655
2.900901,655034.448399,5002396.68239
18.285848,593968.152011,5002092.41424
19.7169,645372.659888,5034428.64314
1.036999,593577.158704,5002996.80017
4.711749,597504.958249,5003093.95858
5.772699,603800.523063,5021140.9768
62.876298,591943.728431,5020794.61386
2.111,670155.264457,5053390.76158
1.957697,592378.695854,5003529.11904
5.071799,688421.85898,5021546.02947
10.595949,590178.080313,5003531.64462
7.34835,662760.286954,5021539.57855
2.16745,613981.696807,5021644.03032
4.3487,582072.612781,5003809.11866
47.888704,580008.311485,5003585.40302
4.237651,609685.184643,5021609.13299
2.375699,586496.783724,5004000.77697
7.783899,658816.182671,5021721.40143
13.826749,591889.728424,5021698.27132
9.04825,643943.886364,5003818.90328
4.221898,691402.15537,5021845.08137
1.046451,669976.665843,5053988.82757
9.213498,670407.087541,5021837.27824
6.996199,578275.381927,5004205.19191
19.284146,647400.252611,5004145.97548
2.225305,623757.709942,5021972.23137
4.242201,681410.698934,5035436.47305
16.100397,654220.835909,5004461.56287
2.056699,603147.433822,5022149.34257
31.878147,646341.39701,5004337.88909
1.99875,578382.022549,5004773.66377
6.247351,640969.537932,5004654.75046
12.600849,631013.754377,5035442.11088
3.2093,663167.075389,5022267.97333
3.727701,675885.423508,5022353.4512
2.681848,624528.198051,5022394.93881
5.187999,684639.020982,5022341.93566
2.3488,674822.468566,5035641.54309
1.436749,617502.18489,5005268.26661
12.197803,657837.239367,5005121.95239
7.955447,579036.835429,5005166.62652
6.7825,618128.939983,5005304.83349
25.254493,594098.552554,5005035.72729
2.0343,599615.846786,5005409.50088
1.723747,588624.396959,5005386.41628
16.822302,643066.491258,5005214.40346
2.783852,610735.818153,5022734.86189
6.363549,583224.40431,5005442.74671
4.8221,614422.982535,5005535.97301
4.980897,655310.073396,5005749.36539
2.7495,581020.911631,5005784.99129
5.8827,657472.88793,5022915.35101
5.90435,590565.517773,5005959.35278
1.4094,671633.185144,5023096.23805
3.060999,605993.551492,5006133.54128
6.813952,654952.953769,5006124.43776
19.940441,589420.968842,5005929.1615
9.60735,619577.634267,5023103.69703
3.550151,595038.519068,5006304.07015
7.193547,588746.979421,5006213.75478
21.39135,578964.494757,5006241.47164
1.854801,583922.530279,5006470.58976
5.172048,608488.839745,5023161.01417
4.7035,610424.583841,5023272.29166
6.202543,672695.694855,5023402.66362
19.053001,580487.370936,5006377.75718
7.234599,685478.268539,5023594.45314
24.670304,644834.745994,5006559.93076
18.205495,581002.952663,5006654.53809
9.162797,579573.680797,5006659.65738
3.639799,654256.530466,5006960.73721
6.9178,666808.899964,5037446.33677
6.4365,659701.581125,5007056.92875
19.29365,642884.274757,5007139.81978
1.6636,639176.058538,5024000.62762
11.339999,692991.137476,5023936.17873
5.915699,685314.091069,5023936.56533
3.181499,682072.427406,5057506.35243
1.554699,655627.537889,5024266.09233
17.600101,591201.824671,5007325.97077
9.648346,664061.198663,5023978.35104
3.766147,608028.602733,5024319.85439
29.932997,589094.743527,5007302.23514
16.262396,686907.939515,5038288.14144
3.0418,657169.863725,5038491.97612
1.306849,586891.908458,5013519.90527
8.070149,687486.279591,5024425.01524
1.862149,586425.684133,5007841.91867
3.819199,665311.747833,5038643.0209
4.952852,590536.29707,5007860.18645
3.41275,594725.908712,5007864.91261
37.440399,581424.001247,5007725.93918
4.929849,685440.691461,5024595.79144
2.512448,622122.603879,5008064.45145
1.7654,665971.086519,5024677.4535
1.100949,679585.33034,5024821.2145
1.27535,636087.707525,5038879.14749
2.610602,653911.137354,5008197.75078
21.257103,592059.222856,5007746.21661
2.324548,607603.184147,5024786.82499
2.478598,637858.146207,5024759.45776
7.389351,682300.856649,5038931.50708
8.472301,681343.515965,5038894.11129
5.553052,653127.092267,5008566.39893
13.98275,653680.096496,5008441.21321
1.443249,606803.51659,5008621.08689
1.265451,630982.308561,5008578.4263
2.238351,589629.041747,5008691.66586
11.24785,657835.499229,5025224.71035
1.560451,664090.558364,5008839.13033
9.643247,668323.655917,5025336.67284
1.421,632697.003415,5008928.03913
4.4591,663109.651716,5014715.7436
10.27055,590032.368939,5008992.5247
20.485304,583752.436427,5008756.97609
9.476401,642511.824471,5039454.38568
9.289001,622069.747357,5025616.30087
12.673948,681174.053994,5039439.56024
22.790699,585059.449877,5009079.65219
1.484949,631232.160204,5009393.59554
2.0928,653492.814506,5025714.5743
8.91975,602641.366877,5009214.86063
6.134401,673350.635318,5025692.22326
2.2383,687215.669738,5025739.01426
2.204201,596623.863085,5009570.41467
14.588954,694335.931934,5025533.7861
5.663297,591515.748638,5009454.75327
6.540851,599179.995106,5009730.77794
3.377101,591939.016165,5009726.29967
4.242701,691933.162353,5025950.44165
3.146149,638892.978555,5025959.67235
4.632649,668702.472747,5025957.97544
64.759044,673769.976366,5039841.46918
15.65655,628162.334178,5009765.88167
36.396103,658873.216253,5009550.09496
4.93035,589742.565515,5010034.32763
7.349196,648658.948922,5026175.8482
3.33675,628592.943734,5010042.84557
23.846869,602154.201358,5010383.28432
7.639646,629941.324085,5010047.92069
4.493577,665899.109936,5010197.19481
3.381849,659232.528476,5010339.22143
3.78585,643204.604087,5040681.90172
2.392248,636736.141235,5026452.52793
6.29055,627461.047037,5026407.9538
29.994749,584676.293176,5009880.14973
3.650752,657813.537738,5026575.16245
3.1837,669127.18874,5026575.0244
4.528551,668207.3094,5026645.98706
5.880248,642973.943734,5016498.73596
3.01925,648483.207479,5026708.79198
21.235602,642269.060592,5040735.6209
1.340701,662579.325072,5010864.49276
1.7886,617934.315689,5010895.71928
6.173253,626211.885086,5026677.10435
3.82055,687946.278495,5026937.89651
4.879052,632924.248978,5026892.71325
8.443347,661051.56703,5026904.9391
20.741696,642689.431664,5010908.83205
6.684052,616084.340801,5010664.15349
15.555145,682158.942269,5026956.44191
4.855297,671080.935929,5041121.52785
3.275797,592008.101592,5017314.05785
1.642698,673430.561108,5041549.99531
7.1681,648650.594762,5041490.78001
1.193097,668222.579202,5041655.02306
1.904849,657406.748539,5027440.90836
1.570947,641954.490812,5027439.81028
7.1423,667025.831841,5027353.01453
6.180796,662476.924494,5011596.03515
3.922101,626315.07038,5011620.88988
1.234851,609489.208463,5011681.14802
1.638151,629293.211941,5011732.32053
1.95055,652503.873452,5027613.75742
2.344049,615703.720328,5011801.55325
6.101699,626909.889616,5011673.40012
3.539448,617702.406125,5011922.9284
12.565465,587457.126933,5018044.07737
9.523099,600080.014475,5011814.12775
18.129099,687507.622117,5027438.47546
2.928048,615654.128923,5012065.18983
5.095399,673683.02081,5027865.06305
2.754149,671502.913908,5042683.61293
1.550897,626604.825629,5012201.72887
19.701651,616295.879305,5011628.28384
2.018051,592741.781431,5012221.20769
4.057203,600096.404028,5012232.86882
3.64365,600959.362225,5012288.08528
1.008647,659531.155118,5012410.3133
14.410148,627373.286723,5012381.47596
36.429397,587774.937411,5012485.93372
2.43115,664157.462576,5043221.73081
6.156298,654339.45811,5027948.32285
1.009351,624769.388473,5012936.93223
1.62835,637104.439485,5028011.13502
1.687901,617320.537083,5012919.45648
1.517052,626655.7546,5013063.25751
1.195849,645981.730796,5028040.94823
9.097551,668218.803295,5043526.98549
22.373853,626334.658711,5012816.48057
1.326499,673740.635904,5013150.14597
2.300649,612044.636837,5013268.07996
1.108548,669540.359293,5043982.11325
28.157303,653367.765486,5028063.18957
5.806204,666395.923089,5043956.94177
9.666801,627714.270995,5013350.59593
7.961598,602913.511676,5019381.22136
1.692802,647417.228333,5013465.52727
20.368854,588684.432807,5019558.55394
4.0622,588028.754259,5019686.06844
4.798647,625993.898815,5013530.51909
25.66465,588579.178198,5013406.18939
3.498151,598074.07837,5013718.70708
20.935903,671487.850462,5044058.80328
10.956247,609471.960177,5013747.64422
4.977801,596896.89019,5013800.79762
4.452001,693454.753701,5028891.06111
6.827201,687472.596403,5028982.64052
2.204997,610318.309895,5014003.34891
5.84735,598091.796997,5014069.87176
3.900401,650106.398171,5029114.47338
1.4425,609349.240597,5014134.06656
20.123452,691884.286709,5028783.27785
1.1037,606691.68591,5014242.48964
45.422253,676180.551827,5014126.74187
2.720849,605726.921611,5014475.86506
1.1718,608884.636856,5014491.43666
1.202449,654571.83526,5014622.48661
6.716699,667497.129162,5014497.00791
11.463803,654699.321212,5029015.93995
2.084249,608361.481457,5014576.19019
6.151399,671099.614077,5014698.49189
2.520198,644434.980133,5034036.12552
2.1973,607131.962794,5014844.30715
1.827499,693852.433758,5029521.36642
3.921351,609507.768902,5014911.54068
17.578202,665030.792249,5014785.48724
2.2762,674219.585322,5014951.77774
2.778551,674706.274128,5029742.0848
2.56735,665073.115513,5046320.22899
12.4885,683243.853295,5029706.39996
2.636498,607674.856234,5015129.58539
3.961048,609624.237675,5015308.95101
12.097204,690391.674671,5029808.14359
2.440802,607494.268418,5015372.55161
6.6738,681237.176766,5015460.7243
1.6991,615419.136596,5029991.97808
4.56615,601033.870097,5015639.33647
6.246799,622684.019574,5015719.65742
1.95845,609119.925723,5015762.71593
10.5064,685967.810055,5029798.85374
2.289103,646168.744206,5015627.75657
2.690999,691155.905068,5030099.21372
2.649999,607329.686534,5015890.52366
2.678648,608858.777326,5015739.60254
2.691647,610044.356293,5015830.52991
1.01715,611346.110434,5016139.63604
6.622449,651314.258419,5035029.79513
8.137901,680882.004463,5016169.3501
1.670049,658214.269442,5030469.17877
3.934299,608385.314508,5016331.20903
8.449801,672374.415764,5016187.09109
8.690348,679264.754572,5016255.94224
31.893546,685295.297739,5030227.87284
2.203498,679992.854816,5030586.09119
1.103197,644052.899074,5016317.71109
1.2051,643497.406677,5016539.71409
19.5971,645286.149947,5035292.8927
8.781748,682850.129192,5016474.52221
4.58415,671379.991492,5047519.66498
5.78685,609675.214048,5016497.53433
2.343948,661499.992108,5016712.42579
7.508953,606985.116696,5016750.50355
3.973548,665203.484406,5016612.84996
1.211098,588441.396185,5016945.78159
10.363349,621126.005746,5016927.41312
1.6398,671743.896026,5017107.24511
19.907696,678018.281333,5022311.28292
1.786748,644511.336145,5017279.00054
14.658249,635447.698857,5030778.07858
5.071447,610129.551685,5022421.88783
8.897753,622047.691309,5031112.17816
1.3465,647344.026259,5017204.22657
1.994898,650633.540959,5031218.09988
2.612448,657010.184363,5017374.81094
17.719298,650738.969821,5048562.25065
48.69385,688027.835102,5030930.46784
1.318098,645753.485986,5031456.23903
13.198351,662398.795342,5031325.66201
4.867198,650516.747278,5017752.14946
5.8612,664708.249559,5017760.26751
6.994198,681421.702784,5017753.97033
8.130849,660796.213201,5017695.78542
56.868143,669434.367589,5017584.07587
3.259953,634965.601756,5031679.11011
1.793148,665106.900519,5023263.93316
1.101202,661394.527165,5018142.57196
10.121949,589067.427056,5018123.95876
1.973598,659015.424129,5031745.08347
13.121602,631384.194812,5018270.90157
1.095749,670742.381345,5018456.73987
7.004249,630131.355335,5018370.45642
5.202551,692373.772678,5031962.81183
4.582797,663795.933158,5032017.6992
1.249849,615141.482656,5018481.53365
1.6905,659421.508952,5049707.15895
1.10925,675628.095217,5049736.63542
3.540401,666671.790871,5018722.64692
2.22655,673590.181064,5018755.97643
7.512751,659154.364817,5032221.20231
4.75185,672567.573831,5049833.85584
1.236352,668044.892319,5050070.98377
19.251899,652355.205527,5049978.88122
10.347998,639946.587539,5032331.39975
3.266997,634405.516603,5032365.60244
5.620796,620678.335299,5018962.68542
2.327548,616780.673531,5019117.2275
2.899297,668394.114481,5019131.65168
6.288331,587407.327702,5019178.89368
2.039,669831.008302,5050510.55678
1.03615,604344.27267,5019360.9201
1.30865,656087.060749,5050560.53754
2.0314,660082.904678,5050574.47187
2.018501,684953.509345,5019524.12116
6.360999,678697.174457,5058004.76834
4.980795,689363.961602,5032816.94469
2.92255,635742.659871,5038481.95569
1.516749,669891.084927,5024548.70141
18.7933,664442.352434,5019464.00645
11.8859,677390.569878,5032892.90664
9.3195,659948.287767,5033046.23472
1.804749,643309.874407,5033164.18377
2.316101,645826.910077,5033164.09313
11.180348,646660.445133,5019761.97157
4.599848,686300.985719,5033079.63145
3.186798,650762.535394,5033260.65551
2.56435,614643.687564,5020085.79646
7.710254,617299.095781,5019968.39883
1.763448,684671.786993,5033177.57324
2.663503,640350.60067,5020153.57826
3.833251,666106.362642,5033288.17049
1.165249,659541.814349,5051619.19948
6.460749,665582.497369,5033504.06632
3.993349,689128.943885,5020320.22724
1.907848,657854.918147,5051808.51946
3.248801,676161.066669,5051833.99986
11.982792,684775.132507,5033804.46721
2.590602,652116.807273,5020589.86688
1.295349,605181.938693,5020676.25029
3.613599,663418.178792,5051929.23655
2.805503,632235.807285,5025501.42878
7.657448,690859.760379,5029250.42228
7.663001,645881.431197,5033937.76254
1.410099,610436.511601,5020863.17128
1.571101,678751.084347,5052301.2019
6.9922,682169.863379,5020921.6737
1.285451,675152.166545,5021080.1848
2.739249,602562.788187,5021043.85686
6.378299,661246.837161,5020950.38223
4.107652,682302.247998,5052574.17564
1.2576,675495.68003,5052777.03961
1.289348,687378.441434,5052997.6468
9.693794,690614.567933,5021082.6405
6.627548,667858.901217,5021043.20552
2.362851,642879.21285,5034751.27987
4.312998,654196.587434,5053025.76959
1.903423,607513.915969,5025831.76121
10.53455,670092.809908,5021427.08226
1.58685,644523.513076,5034911.15587
1.831599,690691.001925,5034949.98063
3.481547,680317.882784,5053554.34542
10.548452,636807.771687,5021475.65069
1.034051,618426.735475,5021709.1172
3.361548,656101.229506,5053653.54465
15.733202,621014.660955,5021635.00802
3.957799,674713.153141,5040377.27686
4.1532,620354.409906,5035136.82996
22.532799,675805.205222,5021640.85587
2.18745,667497.419739,5035268.01061
3.746947,633105.752534,5026358.70771
3.68745,684726.161423,5035256.85462
2.445651,648948.927997,5040685.93635
1.367498,637219.207279,5022024.18722
1.480299,686809.581038,5035454.00982
3.70755,654113.980146,5054204.86879
3.20575,675978.649976,5022054.66082
11.664887,677028.775264,5040622.13762
9.124749,607513.157496,5022017.77265
3.381198,684159.47332,5022157.64006
5.789196,676317.731424,5035564.4856
8.573001,652830.828881,5054415.31663
12.579653,680548.559593,5054206.34093
8.056597,619807.680527,5035528.63809
2.138049,682467.788046,5035668.11486
2.884098,684748.100894,5054734.83755
92.677454,673160.579135,5054001.34926
21.691746,649786.132579,5041170.97287
7.386999,680128.083876,5022381.01547
3.394347,680446.13892,5035870.49081
2.904901,652543.245478,5048292.85144
29.828792,643934.63422,5035690.62475
1.2932,684283.950387,5022703.84043
3.141498,685267.971433,5036181.15383
2.229751,633411.975831,5036174.20754
1.344299,608227.889366,5022802.36812
1.428647,647210.581237,5036291.95245
5.699748,611968.96468,5022817.88427
4.633849,658212.055846,5022861.29129
10.191299,676755.832365,5036218.2235
15.313702,677755.595275,5022763.78684
7.838546,683914.441452,5022867.56131
19.167051,646252.934713,5036010.24575
4.529449,680328.423376,5023076.31724
1.107353,641777.134542,5027697.55043
6.710547,635843.479823,5023172.84831
3.044548,647321.956026,5036737.72518
33.511253,693707.568943,5023158.23168
11.3598,663494.22521,5036641.1637
5.205001,689520.337546,5023321.3431
5.104401,665714.668195,5023259.21865
3.08045,636024.21042,5037097.24695
12.668449,659916.491899,5036975.71776
1.646599,668962.268424,5037312.52475
13.170403,609136.578442,5023174.61834
8.743997,676165.937669,5037267.5728
4.597,677664.402418,5023619.17741
7.435851,687233.085242,5023546.50912
8.240749,671203.547368,5056895.69604
2.142997,669074.023314,5023835.21503
1.478648,672589.501866,5057099.41315
14.896054,680782.466888,5023676.69006
1.20715,645544.358733,5023966.44657
4.576601,659898.004015,5037690.13718
1.723598,663803.027173,5037829.22383
1.64975,668623.247241,5037802.00827
5.329447,689665.980702,5032439.36131
37.092945,645803.493589,5037393.3908
3.553399,660759.828417,5024270.65087
8.743453,664939.312486,5038067.26863
9.650498,678766.62367,5038329.94308
8.299945,656805.373649,5024312.1647
2.124349,671568.041198,5057966.17173
7.406198,673073.04161,5028409.61547
10.938999,666523.149374,5028416.20584
3.667098,688605.491397,5028625.13357
1.866899,654833.97645,5032910.58386
1.181998,670777.072781,5058428.33117
1.348699,667565.812267,5024564.06502
4.122699,661162.680229,5024491.36464
12.847652,680512.05431,5058364.21364
2.073849,646247.07859,5024682.49492
7.442551,627660.008649,5038653.60024
4.625601,642293.677481,5038827.50414
2.97065,680959.348168,5059193.43527
26.829345,694025.957352,5024559.34633
3.756851,673990.282708,5038891.55684
4.093799,656927.37407,5038910.29753
5.423051,679599.954483,5060005.64879
8.529148,678858.862603,5060050.33926
4.569548,685028.664068,5025123.23056
1.617101,668118.790649,5038996.77867
5.510098,694634.870761,5025215.5775
1.345249,666241.763091,5025311.98156
18.298151,689550.049331,5025147.02563
3.440199,664137.799318,5039064.95518
2.598354,639430.182664,5025414.01826
2.7626,668532.22501,5039187.60333
15.4538,660388.046305,5045266.25667
1.256499,666728.159765,5039305.74707
2.354199,691319.761611,5025680.30372
4.325601,686812.332778,5025578.9476
16.766271,670328.635629,5042327.85077
9.118051,663195.712341,5039487.16957
1.734099,694615.996937,5029665.42576
4.615099,676786.541676,5039567.96167
18.9977,690343.314022,5025196.54686
12.810098,689456.359632,5039290.66632
9.290351,685661.209673,5025660.23826
3.825238,655324.014819,5039837.17195
32.301353,659518.169566,5039618.0902
23.402198,625276.182818,5025584.86204
6.824602,657484.599837,5039842.57185
18.59305,693349.352576,5025526.40653
28.695652,672469.225579,5045867.8091
2.492001,625650.428165,5025947.29768
4.518697,661064.733911,5039896.45763
1.475749,668087.666894,5040094.06362
13.730796,670464.58814,5040083.18648
2.052302,663218.535712,5046643.21042
1.205798,670360.988597,5026135.24769
6.510203,688618.265649,5026034.43417
4.413299,662508.458668,5046790.2537
4.161449,648917.921011,5040424.02871
2.23275,689935.431293,5030211.03644
2.719744,639975.321419,5026248.96785
2.198351,639668.101892,5026276.12839
3.868146,683138.749933,5026265.57499
6.106948,650395.259583,5030451.04365
4.924503,657777.267067,5030445.44868
2.2621,680342.035531,5046922.49894
20.101049,674993.906201,5035148.55971
4.117449,667073.586393,5026540.18256
12.213097,684946.641375,5040659.89779
1.625199,672513.054813,5040762.98405
6.779699,692541.203315,5030591.25338
1.354451,663594.51989,5030584.13665
1.6879,646340.998104,5040827.31842
1.74355,637012.791706,5035634.91204
9.353452,666542.495936,5026594.69854
1.163949,636012.608386,5026788.80372
4.587601,641590.205373,5041068.42139
4.029297,671730.626701,5041152.41673
7.595701,649197.040685,5041210.4462
1.108249,670270.696774,5041349.33274
4.8252,657194.16377,5030895.54111
1.853902,641138.88231,5027098.19272
9.883846,685159.749343,5041362.48351
3.05585,675970.298614,5054981.58342
16.309295,641141.795844,5030954.70891
13.205052,679987.780239,5048360.9354
2.3529,692479.697123,5031121.8909
21.272644,657812.963967,5048092.23986
5.499951,656038.561927,5041652.44235
1.083648,679770.078337,5041897.99234
3.835699,656665.521174,5041901.92313
1.9734,641307.70009,5027469.47845
1.5779,686858.976352,5027438.13574
4.01455,672016.463649,5027514.53295
1.474304,689896.228352,5027475.65258
2.088801,676098.735614,5042111.39947
1.04125,642289.75776,5027648.20932
1.461653,666941.855398,5027657.02075
24.033199,670858.776979,5049211.1235
1.518849,691133.016535,5031713.25047
1.907549,675988.070968,5042623.12739
1.743498,685276.142267,5042663.84173
59.210954,681104.726214,5027141.12332
1.55315,665950.050319,5042769.28135
7.8324,687224.891971,5031797.18163
7.508898,639595.034682,5027836.82039
1.251548,683806.617632,5027897.35527
2.016699,649020.559384,5027919.56218
1.008497,651403.046294,5028009.9828
2.303552,692394.123287,5027864.61453
1.869301,683411.0627,5042990.9062
24.076848,664332.280619,5031886.62754
6.291049,669766.18941,5027852.35502
7.762151,680285.112574,5049854.51815
6.531203,674831.07867,5043236.52345
2.149449,667366.108879,5028005.33109
1.165201,666848.934196,5043322.6565
2.919899,687910.578487,5027974.83146
15.495198,669687.487776,5043348.17827
3.10605,656697.083248,5043526.14486
8.084101,665018.349517,5057404.90066
3.14455,671212.550459,5028329.12331
10.1235,690218.833818,5028238.83354
5.274198,682100.522785,5028139.51194
42.939023,670861.306793,5032362.93853
3.0686,680972.722347,5057725.23375
6.644851,660129.224741,5038334.07936
2.840401,691449.294179,5032719.24566
1.124199,650651.525488,5032867.27798
19.781997,653297.199807,5043707.19138
1.030501,663401.589163,5058189.30043
15.874596,675705.487279,5032782.45266
6.521399,646001.735994,5044009.69844
3.8739,663641.109562,5050912.65449
7.008,665425.501109,5028890.18863
19.400952,661206.017982,5050787.71859
10.387448,659461.958673,5044251.53602
1.51835,676295.611747,5044555.89472
16.959003,670017.247307,5044440.57598
4.610696,661182.875346,5044469.24151
9.129948,672190.293466,5044460.75926
10.407151,669793.947761,5028954.2803
7.171152,662411.794528,5044673.36443
1.626199,660048.415695,5044852.76267
1.10905,671961.399302,5051571.93447
7.17605,659321.568494,5029138.8242
2.99115,668334.22901,5029181.80997
7.83505,653146.065316,5029155.2788
10.298147,658800.908811,5028933.11112
5.019399,659095.79573,5045326.11064
16.272898,662836.806809,5028863.32787
2.506849,664966.957264,5045503.95827
1.518648,649670.468316,5045475.54197
1.10095,639043.975353,5029392.5264
42.59921,613409.250224,4973305.74042
17.595648,659196.492793,5030461.73259
11.6872,689177.035509,5029049.0177
1.4044,694219.968324,5029591.48325
1.348649,658036.961205,5045911.13463
5.063347,688663.605522,5029476.23722
21.021053,643301.987009,5034050.05805
25.097544,633352.277908,5029294.22558
2.61305,649409.964577,5046308.59896
37.331251,688382.378836,5034120.54757
9.120451,667463.317056,5046122.83943
1.7084,645850.174441,5029813.55585
14.691847,616250.325012,5029743.81899
1.904496,666392.354564,5046400.80892
1.90185,666222.967604,5029913.62069
7.708,695078.13926,5029820.49671
3.676399,672213.022239,5040003.82969
1.980651,658702.88681,5029979.63806
5.928599,669381.488998,5029960.05902
19.079005,641454.592696,5029954.94305
27.21695,662511.880727,5053212.52976
5.061248,678925.201752,5053517.2261
7.55995,683231.355079,5046629.31936
1.26975,651649.272941,5046835.39201
3.090599,686704.050692,5035019.90992
1.461049,633753.828795,5030277.58206
8.469652,677420.703024,5053730.41309
2.7923,671348.351751,5030360.42886
9.019999,667776.206463,5046865.93685
8.089148,679923.190437,5040431.478
3.561496,688730.163457,5040483.85353
2.058451,678284.60947,5053954.48058
6.624751,656118.072411,5049469.11375
4.383751,673572.9101,5047118.52392
2.73595,651691.591231,5047183.3919
6.016499,640480.240322,5030563.59441
39.95714,633667.264086,5034849.43577
3.502046,657216.874867,5054418.28862
1.5614,668744.335738,5030644.33577
12.330897,660324.791876,5047477.53536
38.94535,668828.322985,5037185.63804
1.8872,665817.535746,5047909.71232
1.641101,668930.17007,5030784.6499
2.620699,692967.184053,5030836.30616
8.269754,687122.507228,5030827.07424
1.21695,679987.301751,5030926.66697
10.316949,673968.594015,5047941.803
5.895451,673497.84899,5054809.98209
3.19895,668385.041277,5048218.33588
16.22835,670460.53866,5054811.39966
2.977801,663258.087099,5035969.81838
2.432054,674931.855208,5054982.76271
1.34255,655467.690038,5036056.2528
1.96535,636112.868626,5036114.38406
2.207,680806.541524,5031237.03159
5.166899,674926.445706,5048540.88651
1.587751,661755.224005,5048882.31373
11.939196,660382.002354,5048779.25228
6.07555,651528.025144,5048874.33511
2.053599,693741.705796,5031549.66302
2.811799,645208.31651,5049125.22966
2.415147,645987.753353,5031621.51225
1.644149,681620.385284,5031668.86193
5.3062,679068.860568,5031530.85475
10.589801,664861.245778,5036550.86642
18.130813,680124.658534,5055708.20961
3.359854,663330.282232,5031617.47064
13.466103,654252.122458,5031594.42997
4.061901,671626.06695,5049318.57623
4.848802,675226.980408,5031832.76557
6.5052,685438.624744,5036615.64827
16.819547,669744.586715,5031796.5232
13.403054,677100.470503,5044588.35712
37.902054,668793.201068,5049054.61109
39.098605,690448.78136,5031381.27367
3.0922,682168.469113,5037293.0008
1.37925,675359.017796,5056927.05533
5.62525,660818.532082,5037279.45846
8.016998,693421.572282,5032054.67605
5.650652,646499.992185,5042613.49464
2.54755,652174.24147,5045504.30863
13.80025,660485.7427,5056901.35124
7.864598,680868.02467,5057121.87666
1.9484,667184.52678,5050166.13749
5.271647,666476.873209,5050125.14305
1.7935,688715.478156,5032483.52567
2.171798,645726.87248,5050349.05035
11.860351,686178.77554,5032206.1903
2.7016,657066.290199,5032488.83059
1.62385,679280.990246,5057703.06603
30.451403,686748.728993,5057413.03526
1.5227,680964.862133,5050498.71124
11.164303,668668.299554,5046224.15797
2.314597,674957.396668,5057724.86792
54.00404,677860.504082,5043593.16113
2.178,654677.504054,5050754.92254
76.407855,648696.017256,5043632.47682
3.551098,672219.714409,5038556.2
9.145501,628183.414594,5032938.53283
3.355399,677539.573349,5038597.37888
3.957448,647684.245855,5050979.73049
1.2219,669347.853524,5038703.83119
4.85235,665819.660909,5051053.25741
1.01565,645364.144417,5033198.17
4.570899,657785.432872,5051122.56838
7.135703,666571.442368,5051082.88698
1.150599,670181.797205,5046883.94971
18.534346,662211.014648,5032826.91062
2.83055,648140.221747,5033248.64224
3.544049,676575.954766,5051464.04094
12.3002,680567.597954,5059463.01549
1.560698,667995.614822,5051626.51676
13.364854,672465.728075,5046884.95115
2.074848,671206.50853,5051647.80847
2.810451,639442.532894,5033743.2074
2.099451,659822.289121,5039001.11933
10.787502,647384.584716,5038861.55199
2.351747,655784.370922,5051774.35068
1.39655,659571.589067,5051891.3336
20.538445,676405.464245,5033698.11327
9.197203,670321.822566,5056847.12604
10.748251,655088.093954,5054466.41149
8.915049,667371.404423,5045563.19567
6.548548,672777.511401,5052105.16426
9.958201,664964.113738,5034052.92949
27.40965,674031.888013,5054479.4528
52.967198,679875.531318,5052530.21049
10.6565,686423.723873,5034219.25629
1.1151,656316.195062,5052692.24268
19.026726,654709.803756,5039250.04297
3.091751,677624.745831,5052561.24353
6.779753,667260.804904,5039579.86787
1.579751,669577.156641,5048340.0068
1.195951,668066.170548,5034683.82042
8.70925,674121.732434,5034647.47438
9.614946,655238.903789,5052891.26136
5.744702,650494.128466,5040049.47541
4.811149,632532.634119,5034826.41273
1.814397,661893.268588,5053533.8891
1.423999,674322.766612,5042091.76686
31.980802,653704.442833,5036096.44048
2.3661,674278.207164,5053724.98352
1.027952,670022.209696,5040418.75116
1.3641,656787.515195,5053740.36443
2.040299,657264.337108,5042548.7287
1.36925,665013.038316,5046943.02987
1.244099,674858.822278,5053880.21042
1.035952,646801.433564,5035272.77059
77.787954,663219.804007,5041536.8268
10.895947,668884.64853,5046924.58175
10.898002,681925.3409,5036613.49191
90.749197,670611.018983,5056022.10549
27.503752,671121.771576,5035008.127
5.237648,676049.120384,5054018.05122
4.290251,672754.380861,5042963.60529
6.105596,680936.925506,5047206.41411
1.376399,670641.602781,5054340.54119
2.9599,675293.391119,5054429.61861
37.509137,614934.650038,4971748.28473
1.319549,659257.221494,5051899.99468
6.769353,672087.904193,5040835.11262
9.549755,655892.243117,5040752.28137
3.445348,671818.775516,5047894.74073
2.210174,672983.24674,5057365.75668
2.30315,668836.680915,5048084.99845
61.560806,648869.91414,5045615.79502
37.297895,653126.78208,5047633.3081
8.090701,655127.914341,5035731.20963
32.802348,651423.658464,5043177.91418
8.988652,675189.300241,5043811.93019
1.310399,659398.191576,5049366.30966
12.524424,690214.384399,5032835.40073
1.537999,660558.57341,5055128.49092
13.223801,665999.656599,5054967.25147
1.276699,670795.453324,5055179.2756
1.334,633672.135415,5036278.03438
1.6287,657373.255166,5055273.8039
4.270898,648379.62486,5036347.76669
4.80045,675687.944002,5036302.465
3.605799,675666.40473,5038623.16399
12.462101,673647.828896,5044189.4541
6.28435,619824.626304,5036369.07263
1.013499,680780.167431,5055853.98595
9.1058,682948.418297,5038867.14999
