0.0    0.000  inf
0.0    0.033  inf
0.0    0.066  inf
0.0    0.099  inf
0.0    0.132  inf
0.0    0.165  inf
0.0    0.198  inf
0.0    0.231  inf
0.0    0.264  inf
0.0    0.297  inf
0.0    0.330  inf
0.0    0.363  inf
0.0    0.396  inf
0.0    0.429  inf
0.0    0.462  inf
0.0    0.495  inf
0.0    0.528  inf
0.0    0.561  inf
0.0    0.594  inf
0.0    0.627  inf
0.0    0.660  inf
0.0    0.693  inf
0.0    0.726  inf
0.0    0.759  inf
0.0    0.792  inf
0.0    0.825  inf
0.0    0.858  inf
0.0    0.891  inf
0.0    0.924  inf
0.0    0.957  inf
0.0    0.990  inf
0.1    0.000  inf
0.1    0.033  -161.094
0.1    0.066  -160.562
0.1    0.099  -159.814
0.1    0.132  -159.021
0.1    0.165  -158.241
0.1    0.198  -157.502
0.1    0.231  -156.818
0.1    0.264  -156.203
0.1    0.297  -155.662
0.1    0.330  -155.204
0.1    0.363  -154.833
0.1    0.396  -154.551
0.1    0.429  -154.361
0.1    0.462  -154.265
0.1    0.495  -154.262
0.1    0.528  -154.349
0.1    0.561  -154.524
0.1    0.594  -154.782
0.1    0.627  -155.118
0.1    0.660  -155.524
0.1    0.693  -155.992
0.1    0.726  -156.513
0.1    0.759  -157.078
0.1    0.792  -157.676
0.1    0.825  -158.298
0.1    0.858  -158.934
0.1    0.891  -159.577
0.1    0.924  -160.218
0.1    0.957  -160.853
0.1    0.990  -161.477
0.2    0.000  inf
0.2    0.033  -160.569
0.2    0.066  -160.072
0.2    0.099  -159.356
0.2    0.132  -158.595
0.2    0.165  -157.846
0.2    0.198  -157.135
0.2    0.231  -156.479
0.2    0.264  -155.889
0.2    0.297  -155.373
0.2    0.330  -154.936
0.2    0.363  -154.585
0.2    0.396  -154.321
0.2    0.429  -154.147
0.2    0.462  -154.064
0.2    0.495  -154.072
0.2    0.528  -154.168
0.2    0.561  -154.349
0.2    0.594  -154.611
0.2    0.627  -154.948
0.2    0.660  -155.353
0.2    0.693  -155.817
0.2    0.726  -156.331
0.2    0.759  -156.887
0.2    0.792  -157.474
0.2    0.825  -158.083
0.2    0.858  -158.705
0.2    0.891  -159.331
0.2    0.924  -159.956
0.2    0.957  -160.574
0.2    0.990  -161.181
0.3    0.000  inf
0.3    0.033  -159.709
0.3    0.066  -159.248
0.3    0.099  -158.568
0.3    0.132  -157.841
0.3    0.165  -157.124
0.3    0.198  -156.443
0.3    0.231  -155.816
0.3    0.264  -155.252
0.3    0.297  -154.76
0.3    0.330  -154.345
0.3    0.363  -154.013
0.3    0.396  -153.765
0.3    0.429  -153.605
0.3    0.462  -153.534
0.3    0.495  -153.55
0.3    0.528  -153.652
0.3    0.561  -153.836
0.3    0.594  -154.099
0.3    0.627  -154.434
0.3    0.660  -154.834
0.3    0.693  -155.291
0.3    0.726  -155.797
0.3    0.759  -156.342
0.3    0.792  -156.917
0.3    0.825  -157.512
0.3    0.858  -158.12
0.3    0.891  -158.732
0.3    0.924  -159.342
0.3    0.957  -159.944
0.3    0.990  -160.537
0.4    0.000  inf
0.4    0.033  -158.704
0.4    0.066  -158.282
0.4    0.099  -157.639
0.4    0.132  -156.947
0.4    0.165  -156.262
0.4    0.198  -155.612
0.4    0.231  -155.013
0.4    0.264  -154.475
0.4    0.297  -154.006
0.4    0.330  -153.611
0.4    0.363  -153.296
0.4    0.396  -153.063
0.4    0.429  -152.915
0.4    0.462  -152.851
0.4    0.495  -152.872
0.4    0.528  -152.977
0.4    0.561  -153.161
0.4    0.594  -153.42
0.4    0.627  -153.75
0.4    0.660  -154.142
0.4    0.693  -154.59
0.4    0.726  -155.085
0.4    0.759  -155.618
0.4    0.792  -156.179
0.4    0.825  -156.762
0.4    0.858  -157.356
0.4    0.891  -157.954
0.4    0.924  -158.552
0.4    0.957  -159.143
0.4    0.990  -159.725
0.5    0.000  inf
0.5    0.033  -157.643
0.5    0.066  -157.259
0.5    0.099  -156.651
0.5    0.132  -155.993
0.5    0.165  -155.34
0.5    0.198  -154.719
0.5    0.231  -154.147
0.5    0.264  -153.632
0.5    0.297  -153.183
0.5    0.330  -152.806
0.5    0.363  -152.505
0.5    0.396  -152.283
0.5    0.429  -152.142
0.5    0.462  -152.082
0.5    0.495  -152.105
0.5    0.528  -152.207
0.5    0.561  -152.387
0.5    0.594  -152.639
0.5    0.627  -152.959
0.5    0.660  -153.341
0.5    0.693  -153.776
0.5    0.726  -154.258
0.5    0.759  -154.778
0.5    0.792  -155.326
0.5    0.825  -155.895
0.5    0.858  -156.477
0.5    0.891  -157.064
0.5    0.924  -157.652
0.5    0.957  -158.235
0.5    0.990  -158.81
0.6    0.000  inf
0.6    0.033  -156.594
0.6    0.066  -156.245
0.6    0.099  -155.67
0.6    0.132  -155.042
0.6    0.165  -154.417
0.6    0.198  -153.821
0.6    0.231  -153.27
0.6    0.264  -152.775
0.6    0.297  -152.342
0.6    0.330  -151.977
0.6    0.363  -151.685
0.6    0.396  -151.468
0.6    0.429  -151.33
0.6    0.462  -151.269
0.6    0.495  -151.287
0.6    0.528  -151.383
0.6    0.561  -151.553
0.6    0.594  -151.793
0.6    0.627  -152.1
0.6    0.660  -152.467
0.6    0.693  -152.887
0.6    0.726  -153.354
0.6    0.759  -153.858
0.6    0.792  -154.393
0.6    0.825  -154.949
0.6    0.858  -155.52
0.6    0.891  -156.098
0.6    0.924  -156.679
0.6    0.957  -157.257
0.6    0.990  -157.831
0.7    0.000  inf
0.7    0.033  -155.625
0.7    0.066  -155.303
0.7    0.099  -154.754
0.7    0.132  -154.149
0.7    0.165  -153.545
0.7    0.198  -152.967
0.7    0.231  -152.431
0.7    0.264  -151.948
0.7    0.297  -151.524
0.7    0.330  -151.165
0.7    0.363  -150.875
0.7    0.396  -150.657
0.7    0.429  -150.513
0.7    0.462  -150.445
0.7    0.495  -150.453
0.7    0.528  -150.535
0.7    0.561  -150.689
0.7    0.594  -150.913
0.7    0.627  -151.201
0.7    0.660  -151.549
0.7    0.693  -151.951
0.7    0.726  -152.4
0.7    0.759  -152.888
0.7    0.792  -153.408
0.7    0.825  -153.952
0.7    0.858  -154.513
0.7    0.891  -155.085
0.7    0.924  -155.661
0.7    0.957  -156.238
0.7    0.990  -156.813
0.8    0.000  inf
0.8    0.033  -154.786
0.8    0.066  -154.483
0.8    0.099  -153.95
0.8    0.132  -153.36
0.8    0.165  -152.767
0.8    0.198  -152.198
0.8    0.231  -151.668
0.8    0.264  -151.188
0.8    0.297  -150.763
0.8    0.330  -150.401
0.8    0.363  -150.104
0.8    0.396  -149.877
0.8    0.429  -149.721
0.8    0.462  -149.637
0.8    0.495  -149.626
0.8    0.528  -149.688
0.8    0.561  -149.821
0.8    0.594  -150.022
0.8    0.627  -150.287
0.8    0.660  -150.612
0.8    0.693  -150.992
0.8    0.726  -151.421
0.8    0.759  -151.89
0.8    0.792  -152.394
0.8    0.825  -152.926
0.8    0.858  -153.479
0.8    0.891  -154.045
0.8    0.924  -154.62
0.8    0.957  -155.199
0.8    0.990  -155.78
0.9    0.000  inf
0.9    0.033  -154.103
0.9    0.066  -153.808
0.9    0.099  -153.281
0.9    0.132  -152.694
0.9    0.165  -152.102
0.9    0.198  -151.532
0.9    0.231  -150.999
0.9    0.264  -150.511
0.9    0.297  -150.078
0.9    0.330  -149.703
0.9    0.363  -149.391
0.9    0.396  -149.145
0.9    0.429  -148.968
0.9    0.462  -148.862
0.9    0.495  -148.826
0.9    0.528  -148.861
0.9    0.561  -148.966
0.9    0.594  -149.138
0.9    0.627  -149.376
0.9    0.660  -149.674
0.9    0.693  -150.029
0.9    0.726  -150.434
0.9    0.759  -150.884
0.9    0.792  -151.371
0.9    0.825  -151.891
0.9    0.858  -152.435
0.9    0.891  -152.998
0.9    0.924  -153.573
0.9    0.957  -154.157
0.9    0.990  -154.746
1.0    0.000  inf
1.0    0.033  -153.558
1.0    0.066  -153.261
1.0    0.099  -152.731
1.0    0.132  -152.138
1.0    0.165  -151.539
1.0    0.198  -150.959
1.0    0.231  -150.413
1.0    0.264  -149.911
1.0    0.297  -149.46
1.0    0.330  -149.064
1.0    0.363  -148.73
1.0    0.396  -148.459
1.0    0.429  -148.255
1.0    0.462  -148.12
1.0    0.495  -148.053
1.0    0.528  -148.057
1.0    0.561  -148.129
1.0    0.594  -148.27
1.0    0.627  -148.476
1.0    0.660  -148.744
1.0    0.693  -149.071
1.0    0.726  -149.452
1.0    0.759  -149.88
1.0    0.792  -150.35
1.0    0.825  -150.857
1.0    0.858  -151.394
1.0    0.891  -151.953
1.0    0.924  -152.532
1.0    0.957  -153.122
1.0    0.990  -153.722
1.1    0.000  inf
1.1    0.033  -153.104
1.1    0.066  -152.798
1.1    0.099  -152.257
1.1    0.132  -151.652
1.1    0.165  -151.038
1.1    0.198  -150.442
1.1    0.231  -149.877
1.1    0.264  -149.354
1.1    0.297  -148.88
1.1    0.330  -148.46
1.1    0.363  -148.098
1.1    0.396  -147.799
1.1    0.429  -147.564
1.1    0.462  -147.396
1.1    0.495  -147.297
1.1    0.528  -147.266
1.1    0.561  -147.306
1.1    0.594  -147.412
1.1    0.627  -147.586
1.1    0.660  -147.824
1.1    0.693  -148.122
1.1    0.726  -148.477
1.1    0.759  -148.884
1.1    0.792  -149.337
1.1    0.825  -149.831
1.1    0.858  -150.361
1.1    0.891  -150.919
1.1    0.924  -151.5
1.1    0.957  -152.101
1.1    0.990  -152.715
1.2    0.000  inf
1.2    0.033  -152.69
1.2    0.066  -152.37
1.2    0.099  -151.812
1.2    0.132  -151.19
1.2    0.165  -150.557
1.2    0.198  -149.94
1.2    0.231  -149.353
1.2    0.264  -148.806
1.2    0.297  -148.306
1.2    0.330  -147.859
1.2    0.363  -147.469
1.2    0.396  -147.139
1.2    0.429  -146.873
1.2    0.462  -146.673
1.2    0.495  -146.541
1.2    0.528  -146.477
1.2    0.561  -146.483
1.2    0.594  -146.557
1.2    0.627  -146.699
1.2    0.660  -146.907
1.2    0.693  -147.178
1.2    0.726  -147.508
1.2    0.759  -147.894
1.2    0.792  -148.331
1.2    0.825  -148.814
1.2    0.858  -149.337
1.2    0.891  -149.894
1.2    0.924  -150.481
1.2    0.957  -151.092
1.2    0.990  -151.721
1.3    0.000  inf
1.3    0.033  -152.289
1.3    0.066  -151.951
1.3    0.099  -151.374
1.3    0.132  -150.731
1.3    0.165  -150.076
1.3    0.198  -149.436
1.3    0.231  -148.825
1.3    0.264  -148.253
1.3    0.297  -147.726
1.3    0.330  -147.251
1.3    0.363  -146.832
1.3    0.396  -146.472
1.3    0.429  -146.175
1.3    0.462  -145.944
1.3    0.495  -145.78
1.3    0.528  -145.685
1.3    0.561  -145.659
1.3    0.594  -145.703
1.3    0.627  -145.815
1.3    0.660  -145.995
1.3    0.693  -146.24
1.3    0.726  -146.548
1.3    0.759  -146.914
1.3    0.792  -147.335
1.3    0.825  -147.807
1.3    0.858  -148.324
1.3    0.891  -148.881
1.3    0.924  -149.473
1.3    0.957  -150.094
1.3    0.990  -150.74
1.4    0.000  inf
1.4    0.033  -151.908
1.4    0.066  -151.549
1.4    0.099  -150.95
1.4    0.132  -150.284
1.4    0.165  -149.605
1.4    0.198  -148.94
1.4    0.231  -148.303
1.4    0.264  -147.705
1.4    0.297  -147.151
1.4    0.330  -146.648
1.4    0.363  -146.201
1.4    0.396  -145.812
1.4    0.429  -145.486
1.4    0.462  -145.225
1.4    0.495  -145.032
1.4    0.528  -144.907
1.4    0.561  -144.852
1.4    0.594  -144.867
1.4    0.627  -144.952
1.4    0.660  -145.105
1.4    0.693  -145.325
1.4    0.726  -145.611
1.4    0.759  -145.958
1.4    0.792  -146.363
1.4    0.825  -146.823
1.4    0.858  -147.332
1.4    0.891  -147.887
1.4    0.924  -148.483
1.4    0.957  -149.113
1.4    0.990  -149.774
1.5    0.000  inf
1.5    0.033  -151.572
1.5    0.066  -151.189
1.5    0.099  -150.566
1.5    0.132  -149.876
1.5    0.165  -149.172
1.5    0.198  -148.481
1.5    0.231  -147.818
1.5    0.264  -147.193
1.5    0.297  -146.612
1.5    0.330  -146.082
1.5    0.363  -145.607
1.5    0.396  -145.191
1.5    0.429  -144.838
1.5    0.462  -144.549
1.5    0.495  -144.328
1.5    0.528  -144.175
1.5    0.561  -144.093
1.5    0.594  -144.081
1.5    0.627  -144.139
1.5    0.660  -144.267
1.5    0.693  -144.463
1.5    0.726  -144.726
1.5    0.759  -145.053
1.5    0.792  -145.441
1.5    0.825  -145.886
1.5    0.858  -146.386
1.5    0.891  -146.936
1.5    0.924  -147.53
1.5    0.957  -148.166
1.5    0.990  -148.838
1.6    0.000  inf
1.6    0.033  -151.309
1.6    0.066  -150.902
1.6    0.099  -150.254
1.6    0.132  -149.538
1.6    0.165  -148.807
1.6    0.198  -148.09
1.6    0.231  -147.401
1.6    0.264  -146.748
1.6    0.297  -146.141
1.6    0.330  -145.585
1.6    0.363  -145.083
1.6    0.396  -144.641
1.6    0.429  -144.262
1.6    0.462  -143.948
1.6    0.495  -143.701
1.6    0.528  -143.523
1.6    0.561  -143.415
1.6    0.594  -143.378
1.6    0.627  -143.411
1.6    0.660  -143.514
1.6    0.693  -143.687
1.6    0.726  -143.927
1.6    0.759  -144.233
1.6    0.792  -144.602
1.6    0.825  -145.031
1.6    0.858  -145.517
1.6    0.891  -146.056
1.6    0.924  -146.645
1.6    0.957  -147.28
1.6    0.990  -147.956
1.7    0.000  inf
1.7    0.033  -151.145
1.7    0.066  -150.712
1.7    0.099  -150.038
1.7    0.132  -149.295
1.7    0.165  -148.538
1.7    0.198  -147.794
1.7    0.231  -147.077
1.7    0.264  -146.398
1.7    0.297  -145.766
1.7    0.330  -145.183
1.7    0.363  -144.657
1.7    0.396  -144.19
1.7    0.429  -143.787
1.7    0.462  -143.449
1.7    0.495  -143.178
1.7    0.528  -142.977
1.7    0.561  -142.846
1.7    0.594  -142.785
1.7    0.627  -142.795
1.7    0.660  -142.875
1.7    0.693  -143.025
1.7    0.726  -143.242
1.7    0.759  -143.526
1.7    0.792  -143.875
1.7    0.825  -144.285
1.7    0.858  -144.754
1.7    0.891  -145.279
1.7    0.924  -145.858
1.7    0.957  -146.485
1.7    0.990  -147.158
1.8    0.000  inf
1.8    0.033  -151.1
1.8    0.066  -150.64
1.8    0.099  -149.938
1.8    0.132  -149.167
1.8    0.165  -148.383
1.8    0.198  -147.612
1.8    0.231  -146.868
1.8    0.264  -146.164
1.8    0.297  -145.505
1.8    0.330  -144.898
1.8    0.363  -144.347
1.8    0.396  -143.857
1.8    0.429  -143.431
1.8    0.462  -143.07
1.8    0.495  -142.778
1.8    0.528  -142.555
1.8    0.561  -142.402
1.8    0.594  -142.32
1.8    0.627  -142.309
1.8    0.660  -142.367
1.8    0.693  -142.495
1.8    0.726  -142.691
1.8    0.759  -142.953
1.8    0.792  -143.28
1.8    0.825  -143.67
1.8    0.858  -144.12
1.8    0.891  -144.628
1.8    0.924  -145.191
1.8    0.957  -145.806
1.8    0.990  -146.47
1.9    0.000  inf
1.9    0.033  -151.189
1.9    0.066  -150.701
1.9    0.099  -149.972
1.9    0.132  -149.173
1.9    0.165  -148.361
1.9    0.198  -147.562
1.9    0.231  -146.792
1.9    0.264  -146.061
1.9    0.297  -145.377
1.9    0.330  -144.745
1.9    0.363  -144.17
1.9    0.396  -143.657
1.9    0.429  -143.209
1.9    0.462  -142.827
1.9    0.495  -142.514
1.9    0.528  -142.27
1.9    0.561  -142.097
1.9    0.594  -141.995
1.9    0.627  -141.963
1.9    0.660  -142.001
1.9    0.693  -142.108
1.9    0.726  -142.283
1.9    0.759  -142.524
1.9    0.792  -142.83
1.9    0.825  -143.198
1.9    0.858  -143.628
1.9    0.891  -144.116
1.9    0.924  -144.66
1.9    0.957  -145.258
1.9    0.990  -145.908
2.0    0.000  inf
2.0    0.033  -151.43
2.0    0.066  -150.913
2.0    0.099  -150.155
2.0    0.132  -149.328
2.0    0.165  -148.488
2.0    0.198  -147.661
2.0    0.231  -146.864
2.0    0.264  -146.106
2.0    0.297  -145.396
2.0    0.330  -144.739
2.0    0.363  -144.141
2.0    0.396  -143.605
2.0    0.429  -143.134
2.0    0.462  -142.73
2.0    0.495  -142.396
2.0    0.528  -142.132
2.0    0.561  -141.94
2.0    0.594  -141.818
2.0    0.627  -141.766
2.0    0.660  -141.784
2.0    0.693  -141.871
2.0    0.726  -142.026
2.0    0.759  -142.247
2.0    0.792  -142.531
2.0    0.825  -142.878
2.0    0.858  -143.286
2.0    0.891  -143.752
2.0    0.924  -144.276
2.0    0.957  -144.854
2.0    0.990  -145.485
2.1    0.000  inf
2.1    0.033  -151.835
2.1    0.066  -151.29
2.1    0.099  -150.504
2.1    0.132  -149.648
2.1    0.165  -148.779
2.1    0.198  -147.924
2.1    0.231  -147.099
2.1    0.264  -146.315
2.1    0.297  -145.578
2.1    0.330  -144.896
2.1    0.363  -144.273
2.1    0.396  -143.714
2.1    0.429  -143.22
2.1    0.462  -142.794
2.1    0.495  -142.438
2.1    0.528  -142.153
2.1    0.561  -141.94
2.1    0.594  -141.798
2.1    0.627  -141.726
2.1    0.660  -141.725
2.1    0.693  -141.792
2.1    0.726  -141.926
2.1    0.759  -142.126
2.1    0.792  -142.389
2.1    0.825  -142.715
2.1    0.858  -143.101
2.1    0.891  -143.544
2.1    0.924  -144.045
2.1    0.957  -144.601
2.1    0.990  -145.21
2.2    0.000  inf
2.2    0.033  -152.418
2.2    0.066  -151.845
2.2    0.099  -151.029
2.2    0.132  -150.145
2.2    0.165  -149.248
2.2    0.198  -148.365
2.2    0.231  -147.512
2.2    0.264  -146.701
2.2    0.297  -145.938
2.2    0.330  -145.23
2.2    0.363  -144.581
2.2    0.396  -143.996
2.2    0.429  -143.478
2.2    0.462  -143.029
2.2    0.495  -142.65
2.2    0.528  -142.343
2.2    0.561  -142.107
2.2    0.594  -141.944
2.2    0.627  -141.852
2.2    0.660  -141.83
2.2    0.693  -141.876
2.2    0.726  -141.99
2.2    0.759  -142.169
2.2    0.792  -142.411
2.2    0.825  -142.714
2.2    0.858  -143.078
